timestamp,segment_id,region_code,link_type,vendor,maintenance_flag,latency_ms,latency_jitter_ms,packet_loss_pct,error_rate,reset_count,throughput_util_pct,traffic_period
2026-01-01T00:00:00,SEG-008,Downtown,Access,VendorA,0,11.324225297628300,2.1068607153766200,0.1182469237595590,7.68187098072446E-05,0,45.960569836134800,overnight
2026-01-01T00:15:00,SEG-007,Industrial,Access,VendorC,0,8.632438679792620,2.030256652003390,0.0,0.0,0,37.19035651660980,overnight
2026-01-01T00:30:00,SEG-028,Downtown,Backbone,VendorA,0,14.679950521108700,0.7211775328165850,0.07703862037996180,0.0,0,67.90354725879240,overnight
2026-01-01T00:45:00,SEG-039,Downtown,Aggregation,VendorC,0,13.848729435736900,0.24400584738315700,0.04532716762198360,0.00022770298355447900,0,58.77096799114330,overnight
2026-01-01T01:00:00,SEG-035,East,Backbone,VendorC,0,11.24995893407630,0.7215372466798010,0.09563019732773660,0.0,0,58.467407305697800,overnight
2026-01-01T01:15:00,SEG-001,Suburban,Access,VendorC,0,5.899056117009450,0.7609807999355210,0.0,9.88944275359748E-05,0,36.49967500248070,overnight
2026-01-01T01:30:00,SEG-018,North,Backbone,VendorB,0,14.25262235634430,2.2517582534913200,0.031131627148708700,0.0,1,74.87053894523830,overnight
2026-01-01T01:45:00,SEG-025,Downtown,Aggregation,VendorB,0,15.226743603601900,2.2511155315363500,0.07080682143494910,5.677289802653E-05,0,57.36233483042950,overnight
2026-01-01T02:00:00,SEG-003,Industrial,Aggregation,VendorA,0,14.425331256505500,0.9751192979016030,0.05077389029946040,0.0,0,64.28440500200420,overnight
2026-01-01T02:15:00,SEG-025,Downtown,Aggregation,VendorC,0,13.340980247516900,2.3733243937324100,0.12613606468687100,0.00030896051546687700,0,56.613146591536300,overnight
2026-01-01T02:30:00,SEG-024,West,Backbone,VendorA,1,11.380329455704300,0.47168694964025800,0.14346775064475700,9.31471258748204E-05,0,62.51400931874510,overnight
2026-01-01T02:45:00,SEG-015,Suburban,Aggregation,VendorA,0,11.493881060814100,2.7146347516331800,0.05205496431154290,0.0003111175724407130,0,50.075400295764400,overnight
2026-01-01T03:00:00,SEG-007,East,Aggregation,VendorC,0,14.123605157942500,3.2245578332852300,0.12338486548144500,0.0007966685265119950,0,66.67556240506950,overnight
2026-01-01T03:15:00,SEG-011,South,Aggregation,VendorC,0,8.093284066683680,0.9517647593253050,0.0383574993630002,0.0,0,43.95531033919150,overnight
2026-01-01T03:30:00,SEG-005,West,Aggregation,VendorC,0,19.33703181540580,7.871150031356600,2.869167418632100,0.009126510915442850,0,48.007584238005500,overnight
2026-01-01T03:45:00,SEG-011,East,Aggregation,VendorC,0,10.06787615912330,1.7205338991801600,0.026585781024578400,0.00020743892720709500,0,49.877574471523300,overnight
2026-01-01T04:00:00,SEG-015,Industrial,Aggregation,VendorA,0,17.076250353395100,2.1590309332647400,0.15236137381302000,7.91462382240932E-05,0,71.46234560259730,overnight
2026-01-01T04:15:00,SEG-003,Suburban,Aggregation,VendorB,0,11.001867160079200,1.7819987335054500,0.05557794423035450,6.64212799402557E-05,0,50.586091310406900,overnight
2026-01-01T04:30:00,SEG-037,Industrial,Aggregation,VendorC,0,11.21648641749520,1.9595964442314100,0.046377555214019,0.00015133572595747400,0,50.25380258103650,overnight
2026-01-01T04:45:00,SEG-030,North,Aggregation,VendorA,0,27.515301156934400,9.771327676509770,2.54523794771265,0.013038579811875000,10,30.0579418792898,overnight
2026-01-01T05:00:00,SEG-035,South,Access,VendorB,0,33.1388528592736,10.870226493564000,1.621722245550920,0.0050864857187106100,4,32.82671772262490,overnight
2026-01-01T05:15:00,SEG-026,South,Backbone,VendorA,0,12.431259942137000,0.866267044276485,0.14454864360370400,0.00027929633525809600,0,61.891656263133300,overnight
2026-01-01T05:30:00,SEG-006,Suburban,Backbone,VendorA,0,13.505335332670100,3.0216948140219800,0.14179387494205000,0.0,0,55.37806587980370,overnight
2026-01-01T05:45:00,SEG-011,Suburban,Aggregation,VendorC,0,10.792041255596900,1.1216204639044800,0.0749940273312356,1.28037940963826E-05,0,55.92273938301490,overnight
